/usr/lib/jvm/java-8-oracle/bin/java -Didea.launcher.port=7533 -Didea.launcher.bin.path=/media/fastdata/programs/idea-IC-145.1617.8/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jvm/java-8-oracle/jre/lib/charsets.jar:/usr/lib/jvm/java-8-oracle/jre/lib/deploy.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/cldrdata.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/dnsns.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/jaccess.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/jfxrt.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/localedata.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/nashorn.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunec.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunjce_provider.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunpkcs11.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/zipfs.jar:/usr/lib/jvm/java-8-oracle/jre/lib/javaws.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jce.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jfr.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jfxswt.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jsse.jar:/usr/lib/jvm/java-8-oracle/jre/lib/management-agent.jar:/usr/lib/jvm/java-8-oracle/jre/lib/plugin.jar:/usr/lib/jvm/java-8-oracle/jre/lib/resources.jar:/usr/lib/jvm/java-8-oracle/jre/lib/rt.jar:/media/fastdata/work/espressoprogrammer-code/foods-composition/target/classes:/home/boris/.m2/repository/org/jetbrains/kotlin/kotlin-stdlib/1.0.3/kotlin-stdlib-1.0.3.jar:/home/boris/.m2/repository/org/jetbrains/kotlin/kotlin-runtime/1.0.3/kotlin-runtime-1.0.3.jar:/home/boris/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/home/boris/.m2/repository/org/slf4j/slf4j-log4j12/1.7.21/slf4j-log4j12-1.7.21.jar:/home/boris/.m2/repository/org/slf4j/slf4j-api/1.7.21/slf4j-api-1.7.21.jar:/home/boris/.m2/repository/org/openjdk/jmh/jmh-core/1.13/jmh-core-1.13.jar:/home/boris/.m2/repository/net/sf/jopt-simple/jopt-simple/4.6/jopt-simple-4.6.jar:/home/boris/.m2/repository/org/apache/commons/commons-math3/3.2/commons-math3-3.2.jar:/media/fastdata/programs/idea-IC-145.1617.8/lib/idea_rt.jar com.intellij.rt.execution.application.AppMain com.espressoprogrammer.foodscomposition.jmh.KCalConvertor
# JMH 1.13 (released 23 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: -Didea.launcher.port=7533 -Didea.launcher.bin.path=/media/fastdata/programs/idea-IC-145.1617.8/bin -Dfile.encoding=UTF-8
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertor.baseline

# Run progress: 0.00% complete, ETA 00:14:35
# Fork: 1 of 1
# Warmup Iteration   1: log4j: reset attribute= "false".
log4j: Threshold ="null".
Iteration   9: 11296857.820 ns/op
Iteration  10: 11278507.371 ns/op
Iteration  11: 11328866.899 ns/op
Iteration  12: 11341386.270 ns/op
Iteration  13: 11241575.798 ns/op
Iteration  14: 11240586.236 ns/op
Iteration  15: 11284854.191 ns/op
Iteration  16: 11186868.533 ns/op
Iteration  17: 11399426.852 ns/op
Iteration  18: 11124032.867 ns/op
Iteration  19: 11311714.483 ns/op
Iteration  20: 11241936.112 ns/op
Iteration  21: 11205727.800 ns/op
Iteration  22: 11165747.200 ns/op
Iteration  23: 12123057.988 ns/op
Iteration  24: 11315143.551 ns/op
Iteration  25: 11298667.944 ns/op
Iteration  26: 11411856.045 ns/op
Iteration  27: 12748959.861 ns/op
Iteration  28: 11292537.438 ns/op
Iteration  29: 11154715.478 ns/op
Iteration  30: 11164712.778 ns/op
Iteration  31: 11220140.889 ns/op
Iteration  32: 11271211.652 ns/op
Iteration  33: 11187654.200 ns/op
Iteration  34: 11346616.067 ns/op
Iteration  35: 11219796.422 ns/op
Iteration  36: 11229882.622 ns/op
Iteration  37: 11301483.112 ns/op
Iteration  38: 11594137.103 ns/op
Iteration  39: 11248128.831 ns/op
Iteration  40: 11200270.511 ns/op
Iteration  41: 11262294.888 ns/op
Iteration  42: 11322232.506 ns/op
Iteration  43: 11270760.831 ns/op
Iteration  44: 11275335.809 ns/op
Iteration  45: 11331890.843 ns/op
Iteration  46: 11362063.742 ns/op
Iteration  47: 11380579.636 ns/op
Iteration  48: 11339627.393 ns/op
Iteration  49: 11287742.944 ns/op
Iteration  50: 11295310.157 ns/op
Iteration  51: 11393165.489 ns/op
Iteration  52: 11232675.667 ns/op
Iteration  53: 11129416.300 ns/op
Iteration  54: 11244214.494 ns/op
Iteration  55: 11286312.236 ns/op
Iteration  56: 11171191.156 ns/op
Iteration  57: 11270047.270 ns/op
Iteration  58: 11379329.977 ns/op
Iteration  59: 11325896.539 ns/op
Iteration  60: 11224546.833 ns/op
Iteration  61: 11221217.322 ns/op
Iteration  62: 11268748.472 ns/op
Iteration  63: 11298431.191 ns/op
Iteration  64: 11316646.719 ns/op
Iteration  65: 11324762.382 ns/op
Iteration  66: 11278981.022 ns/op
Iteration  67: 11287881.213 ns/op
Iteration  68: 11244324.202 ns/op
Iteration  69: 11271718.596 ns/op
Iteration  70: 11250988.393 ns/op
Iteration  71: 11281025.393 ns/op
Iteration  72: 11326848.764 ns/op
Iteration  73: 11229157.256 ns/op
Iteration  74: 11344146.573 ns/op
Iteration  75: 11281306.225 ns/op
Iteration  76: 11295721.933 ns/op
Iteration  77: 11243585.640 ns/op
Iteration  78: 11211140.422 ns/op
Iteration  79: 11301321.697 ns/op
Iteration  80: 11353378.584 ns/op
Iteration  81: 11310466.360 ns/op
Iteration  82: 11277525.427 ns/op
Iteration  83: 11289332.663 ns/op
Iteration  84: 11259743.573 ns/op
Iteration  85: 11307067.416 ns/op
Iteration  86: 11351357.955 ns/op
Iteration  87: 11394179.750 ns/op
Iteration  88: 11177966.700 ns/op
Iteration  89: 11278359.764 ns/op
Iteration  90: 11287088.270 ns/op
Iteration  91: 11255162.910 ns/op
Iteration  92: 11255216.551 ns/op
Iteration  93: 11360553.258 ns/op
Iteration  94: 11397950.886 ns/op
Iteration  95: 11368544.685 ns/op
Iteration  96: 11259875.506 ns/op
Iteration  97: 11193757.200 ns/op
Iteration  98: 11244359.809 ns/op
Iteration  99: 11301788.315 ns/op
Iteration 100: 11303477.966 ns/op


Result "forEachComplexConvert":
  11306389.001 ±(99.9%) 61637.238 ns/op [Average]
  (min, avg, max) = (11124032.867, 11306389.001, 12748959.861), stdev = 181738.800
  CI (99.9%): [11244751.763, 11368026.239] (assumes normal distribution)


# JMH 1.13 (released 23 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: -Didea.launcher.port=7533 -Didea.launcher.bin.path=/media/fastdata/programs/idea-IC-145.1617.8/bin -Dfile.encoding=UTF-8
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertor.forEachConvert

# Run progress: 28.57% complete, ETA 00:10:29
# Fork: 1 of 1
# Warmup Iteration   1: log4j: reset attribute= "false".
log4j: Threshold ="null".
log4j: Level value for root is  [INFO].
log4j: root level set to INFO
log4j: Class name: [org.apache.log4j.ConsoleAppender]
log4j: Parsing layout of class: "org.apache.log4j.PatternLayout"
log4j: Setting property [conversionPattern] to [%d{yyyy-MM-dd HH:mm:ss} %-5p %c{1}:%L - %m%n].
log4j: Adding appender named [console] to category [root].
2016-08-15 10:51:59 INFO  StreamAbbrevParser:23 - Parsing /sr28abbr/ABBREV.txt file
148220.038 ns/op
# Warmup Iteration   2: 138731.791 ns/op
# Warmup Iteration   3: 137224.884 ns/op
# Warmup Iteration   4: 137355.551 ns/op
# Warmup Iteration   5: 135674.449 ns/op
# Warmup Iteration   6: 135528.893 ns/op
# Warmup Iteration   7: 137195.729 ns/op
# Warmup Iteration   8: 137938.251 ns/op
# Warmup Iteration   9: 136467.784 ns/op
# Warmup Iteration  10: 136795.805 ns/op
# Warmup Iteration  11: 135208.386 ns/op
# Warmup Iteration  12: 135253.778 ns/op
# Warmup Iteration  13: 134923.621 ns/op
# Warmup Iteration  14: 136580.904 ns/op
# Warmup Iteration  15: 135672.081 ns/op
# Warmup Iteration  16: 149820.661 ns/op
# Warmup Iteration  17: 185189.496 ns/op
# Warmup Iteration  18: 181727.186 ns/op
# Warmup Iteration  19: 183105.682 ns/op
# Warmup Iteration  20: 181986.852 ns/op
# Warmup Iteration  21: 185293.405 ns/op
# Warmup Iteration  22: 182804.434 ns/op
# Warmup Iteration  23: 182047.358 ns/op
# Warmup Iteration  24: 182144.046 ns/op
# Warmup Iteration  25: 183162.031 ns/op
Iteration   1: 184190.812 ns/op
Iteration   2: 183106.012 ns/op
Iteration   3: 181271.809 ns/op
Iteration   4: 183181.123 ns/op
Iteration   5: 183189.338 ns/op
Iteration   6: 183433.041 ns/op
Iteration   7: 182593.110 ns/op
Iteration   8: 183516.934 ns/op
Iteration   9: 184239.223 ns/op
Iteration  10: 181373.312 ns/op
Iteration  11: 182152.021 ns/op
Iteration  12: 184364.150 ns/op
Iteration  13: 185495.653 ns/op
Iteration  14: 186494.352 ns/op
Iteration  15: 182106.229 ns/op
Iteration  16: 184599.422 ns/op
Iteration  17: 184562.543 ns/op
Iteration  18: 182660.017 ns/op
Iteration  19: 181839.758 ns/op
Iteration  20: 183829.854 ns/op
Iteration  21: 182539.348 ns/op
Iteration  22: 183330.023 ns/op
Iteration  23: 183074.537 ns/op
Iteration  24: 184916.633 ns/op
Iteration  25: 182846.492 ns/op
Iteration  26: 184490.266 ns/op
Iteration  27: 180843.181 ns/op
Iteration  28: 183360.077 ns/op
Iteration  29: 186362.919 ns/op
Iteration  30: 184004.524 ns/op
Iteration  31: 183696.413 ns/op
Iteration  32: 183297.235 ns/op
Iteration  33: 182076.666 ns/op
Iteration  34: 182690.919 ns/op
Iteration  35: 180909.537 ns/op
Iteration  36: 183682.032 ns/op
Iteration  37: 184846.424 ns/op
Iteration  38: 183202.789 ns/op
Iteration  39: 184124.312 ns/op
Iteration  40: 185982.936 ns/op
Iteration  41: 183576.582 ns/op
Iteration  42: 183515.446 ns/op
Iteration  43: 183917.668 ns/op
Iteration  44: 183613.874 ns/op
Iteration  45: 183957.889 ns/op
Iteration  46: 181236.859 ns/op
Iteration  47: 181912.293 ns/op
Iteration  48: 182004.682 ns/op
Iteration  49: 182740.352 ns/op
Iteration  50: 183994.382 ns/op
Iteration  51: 189553.197 ns/op
Iteration  52: 182557.458 ns/op
Iteration  53: 185838.119 ns/op
Iteration  54: 185658.033 ns/op
Iteration  55: 183225.941 ns/op
Iteration  56: 187066.498 ns/op
Iteration  57: 188624.587 ns/op
Iteration  58: 190837.677 ns/op
Iteration  59: 195179.340 ns/op
Iteration  60: 190755.347 ns/op
Iteration  61: 181512.853 ns/op
Iteration  62: 185400.271 ns/op
Iteration  63: 182454.204 ns/op
Iteration  64: 185825.269 ns/op
Iteration  65: 188493.839 ns/op
Iteration  66: 194821.335 ns/op
Iteration  67: 183462.595 ns/op
Iteration  68: 184323.857 ns/op
Iteration  69: 185802.615 ns/op
Iteration  70: 183440.431 ns/op
Iteration  71: 189314.250 ns/op
Iteration  72: 188045.597 ns/op
Iteration  73: 183914.672 ns/op
Iteration  74: 191902.047 ns/op
Iteration  75: 191288.085 ns/op
Iteration  76: 185762.582 ns/op
Iteration  77: 185772.257 ns/op
Iteration  78: 184623.868 ns/op
Iteration  79: 191393.992 ns/op
Iteration  80: 186542.941 ns/op
Iteration  81: 185946.008 ns/op
Iteration  82: 187069.193 ns/op
Iteration  83: 185763.812 ns/op
Iteration  84: 183730.913 ns/op
Iteration  85: 182889.236 ns/op
Iteration  86: 183457.084 ns/op
Iteration  87: 181653.730 ns/op
Iteration  88: 183991.515 ns/op
Iteration  89: 184428.772 ns/op
Iteration  90: 181535.321 ns/op
Iteration  91: 188723.738 ns/op
Iteration  92: 188641.711 ns/op
Iteration  93: 187339.326 ns/op
Iteration  94: 187515.470 ns/op
Iteration  95: 185278.752 ns/op
Iteration  96: 185065.412 ns/op
Iteration  97: 188335.972 ns/op
Iteration  98: 189448.839 ns/op
Iteration  99: 185387.510 ns/op
Iteration 100: 186817.990 ns/op


Result "forEachConvert":
  184953.601 ±(99.9%) 988.417 ns/op [Average]
  (min, avg, max) = (180843.181, 184953.601, 195179.340), stdev = 2914.371
  CI (99.9%): [183965.183, 185942.018] (assumes normal distribution)


# JMH 1.13 (released 23 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: -Didea.launcher.port=7533 -Didea.launcher.bin.path=/media/fastdata/programs/idea-IC-145.1617.8/bin -Dfile.encoding=UTF-8
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertor.parallelStreamComplexConvert

# Run progress: 42.86% complete, ETA 00:08:23
# Fork: 1 of 1
# Warmup Iteration   1: log4j: reset attribute= "false".
log4j: Threshold ="null".
log4j: Level value for root is  [INFO].
log4j: root level set to INFO
log4j: Class name: [org.apache.log4j.ConsoleAppender]
log4j: Parsing layout of class: "org.apache.log4j.PatternLayout"
log4j: Setting property [conversionPattern] to [%d{yyyy-MM-dd HH:mm:ss} %-5p %c{1}:%L - %m%n].
log4j: Adding appender named [console] to category [root].
2016-08-15 10:54:04 INFO  StreamAbbrevParser:23 - Parsing /sr28abbr/ABBREV.txt file
6543746.752 ns/op
# Warmup Iteration   2: 4320695.060 ns/op
# Warmup Iteration   3: 3965342.834 ns/op
# Warmup Iteration   4: 3841068.065 ns/op
# Warmup Iteration   5: 3768547.338 ns/op
# Warmup Iteration   6: 3807318.281 ns/op
# Warmup Iteration   7: 3800766.883 ns/op
# Warmup Iteration   8: 3748967.337 ns/op
# Warmup Iteration   9: 3740075.317 ns/op
# Warmup Iteration  10: 4211896.836 ns/op
# Warmup Iteration  11: 3829932.641 ns/op
# Warmup Iteration  12: 3786230.657 ns/op
# Warmup Iteration  13: 4447804.484 ns/op
# Warmup Iteration  14: 4574016.671 ns/op
# Warmup Iteration  15: 3881620.376 ns/op
# Warmup Iteration  16: 4085480.486 ns/op
# Warmup Iteration  17: 4791922.952 ns/op
# Warmup Iteration  18: 4407765.692 ns/op
# Warmup Iteration  19: 3779110.453 ns/op
# Warmup Iteration  20: 3966440.233 ns/op
# Warmup Iteration  21: 4139196.756 ns/op
# Warmup Iteration  22: 3786576.913 ns/op
# Warmup Iteration  23: 3708659.504 ns/op
# Warmup Iteration  24: 3687913.596 ns/op
# Warmup Iteration  25: 3692457.026 ns/op
Iteration   1: 3736470.478 ns/op
Iteration   2: 3720583.030 ns/op
Iteration   3: 3891463.560 ns/op
Iteration   4: 4363819.743 ns/op
Iteration   5: 3982059.234 ns/op
Iteration   6: 4296502.601 ns/op
Iteration   7: 4057413.757 ns/op
Iteration   8: 4262115.494 ns/op
Iteration   9: 3910790.961 ns/op
Iteration  10: 3795210.155 ns/op
Iteration  11: 4032989.919 ns/op
Iteration  12: 3707759.874 ns/op
Iteration  13: 4010970.988 ns/op
Iteration  14: 3960027.897 ns/op
Iteration  15: 4004664.928 ns/op
Iteration  16: 3969595.714 ns/op
Iteration  17: 4002648.468 ns/op
Iteration  18: 3922934.617 ns/op
Iteration  19: 3808361.144 ns/op
Iteration  20: 4020055.176 ns/op
Iteration  21: 3962097.597 ns/op
Iteration  22: 3828234.519 ns/op
Iteration  23: 3831173.011 ns/op
Iteration  24: 3978065.595 ns/op
Iteration  25: 4468424.460 ns/op
Iteration  26: 3964438.787 ns/op
Iteration  27: 4368331.306 ns/op
Iteration  28: 3794572.785 ns/op
Iteration  29: 3738593.836 ns/op
Iteration  30: 3695974.491 ns/op
Iteration  31: 3686975.125 ns/op
Iteration  32: 4033748.347 ns/op
